id_r,cue,resp_1,resp_2,resp_3,incorrect,gpt-oss:120b
120694,authentisch,ehrlich,WORD,kann anecken,sympatisch,sympathisch
120709,Ofen,Holz,WORD,heizen,PEllets,Pellets
120734,Ähnlichkeit,identisch,WORD,Verwechslung,Verwandschaft,Verwandtschaft
120876,Bollerwagen,Vatertag,WORD,Kinder,kwietschen,Kutschen
120877,Ungarn,Gulasch,WORD,Bommelmütze,Ballaton,Balaton
120886,nachkommen,folgen,WORD,Nachzügler,hinterherziehen,hinterherziehen
120897,Gewissensbisse,Schuldgefühle,WORD,Zweifel,Sinnkrise,Sinnkrise
120919,Epoche,Zeit,WORD,Literatur,Jahrhunder,Jahrhundert
120934,Standpunkt,großer platz,WORD,Meinung,google maps,Google Maps
120942,ausführen,aufgaben,WORD,zeit,plan (haben),Plan haben
121022,Tschechien,neben Deutschland,WORD,Alpenausläufer,Crystal Meth,Crystal Meth
121039,Ausgrenzung,alleine,WORD,keine Freunde,einsamm,einsam
121077,Beleg,Schriftstück,WORD,Nachweis,Dokuemnt,Dokument
121110,Sekt,Kopfschmerzen,WORD,Weibergesöff,prickeld,prickelt
121112,einbringen,manschaft,WORD,Gruppe,grußße,Grüße
121124,Sekretär,stifte,WORD,organisieren,schreibmaschiene,Schreibmaschine
121130,Knarre,Gefahr,WORD,kugel,gängster,Gangster
121143,lästig,Hausaufgaben,WORD,unangenehm,unsympathen,unsympathisch
121214,Bücherwurm,Leseratte,WORD,Apfel,knuffig,Leser
121224,Eisbär,Braunbär grizzly,WORD,Zoo,brombeer,Brombeere
121269,Ziege,Bart,WORD,Stall,Määh,Mäh
121270,Getränk,Glas,WORD,Cola,Flüssigeit,Flüssigkeit
121342,produktiv,Maschine,WORD,viel,Herrstellung,Herstellung
121358,Gorilla,Primat,WORD,Zoo,King Kong,King Kong
121385,Leerstelle,Brille,WORD,schreiben,tatatur,Tastatur
121393,gewaltlos,Marin Luther King,WORD,Ideal,Jeseue,Jesus
121402,Unterbrechung,Pause,WORD,Störung,Interruption,Interruption
121405,Australien,Down Under,WORD,Kängurus,Kontintent,Kontinent
121483,bedürftig,arm,WORD,traurig,hilfesuchend,hilfesuchend
121517,Schrankwand,Umzug,WORD,aufbauen,wohnzimer,Wohnzimmer
121520,elektronisch,gerät,WORD,Technik,moderm,modern
121524,Zusammenstellung,Arbeit,WORD,NA,verschiedene finge passen ausgewählt,verschiedene Dinge passend ausgewählt
121536,hinzufügen,addieren,WORD,dem habe ich nichts hinzuzufügen,Nachgedanke,Nachgedanke
121563,Laufsteg,Model,WORD,schlank,Heide Klum,Heidi Klum
121601,Stipendium,Hanns Seidel,WORD,finanziell,ideel,ideell
121666,E-Gitarre,Musik,WORD,Riff,Steve Vai,Steve Vai
121713,Gegenleistung,fordern,WORD,bezahlen,"Wie du mir, so ich dir","Wie du mir, so ich dir"
121742,informativ,Handy,WORD,Internet,Fernsehn,Fernsehen
121752,unentschieden,ich kann mich nicht entscheiden,WORD,Fußball,Tante Gitte,Tante Gitte
121764,abgeben,Termin,WORD,Abschied,Anschied,Abschied
121780,Engländer,Brite,WORD,Lord,Limy,Limey
121791,Mücke,Stechen,WORD,Malaria,sirren,surren
121852,hingehen,Termin,WORD,pünktlich,Treffpunk,Treffpunkt
121877,Frosch,grün,WORD,Schallblasen,quaaak,quak
121970,Bolivien,Lateinamerika,WORD,Simon Bolivar,Costa Rica,Costa Rica
121978,staubig,saugen,WORD,Flusen,Geisterscheiße,Geisterscheiße
121995,Strickjacke,Winter,WORD,Oma,kuschelig,kuschelig
122007,Kanada,Ahornblatt,WORD,Vancouver,Indian Summer,Indian Summer
122090,Schwarzwurzel,Gemüse,WORD,Wurzeln,igitt,igitt
122137,heften,klammern,WORD,Büro,tackern,tackern
122257,erblicken,entdecken,WORD,Moment,plötztlich,plötzlich
122260,Aubergine,Tomaten,WORD,scharf,ital. kräter,ital. Kräuter
122294,Grönland,Fräulein Smillas Gespür für Schnee,WORD,Schlittenhunde,Innuit,Inuit
122345,Akademiker,Sardinien,WORD,Email,Schatzi,Schatzi
122367,Kasus,Genitiv,WORD,Latein,Kasus knacktus,Kasus
122370,Slowenien,Ljubljana,WORD,(Ex-)Jugoslawien,die Windischen,die Slowenen
122388,Radieschen,Gemüse,WORD,rot,schmekt,schmeckt
122396,exklusiv,toll,WORD,erlesen,inklusiv,inklusiv
122439,Kaffee,heiß,WORD,entspannend,angenehem,angenehm
122444,Porree,scheiden,WORD,Weißwein,braten Pfann,Bratpfanne
122490,übernatürlich,Zauberei,WORD,Feen,Harry potter,Harry Potter
122492,Unterbreitung,Firma,WORD,genau,offziziell,offiziell
122535,Wolkenkratzer,hoch,WORD,Stadt,Empire-State-Building,Empire State Building
122597,Rumba,Tanz,WORD,Nachkriegszeit,30er Jahre,30er Jahre
122633,Schelle,Glocke,WORD,Metall,Kerweumzug,Kerweumzug
122639,Orangensaft,O-Saft,WORD,Tetrapack,organge,Orange
122675,Konzentration,Sich sammeln,WORD,Nachdenken,Fokusieren,Fokussieren
122686,Indien,Sari,WORD,Vegetarismus,Taj Mahal,Taj Mahal
122749,Motorroller,Führerschein,WORD,Mofa,50 km/h,50 km/h
122845,Verhaltensstudie,Statistik,WORD,Menschen,beobachteb,Beobachtung
122886,Nachhaltigkeit,Grüne,WORD,Wirtschaft,Club of Rome,Club of Rome
122891,trügen,Schein,WORD,Beeinflussbarkeit,"Nicht ist, wie es scheint","Nichts ist, wie es scheint"
122897,Bücherregal,Lesenswert,WORD,lehrsam,auswahlsreich,auswahlreich
122903,Quecksilber,giftig,WORD,Thermometr,silbrig,silbrig
122915,distanzieren,Schluss machen,WORD,gehen,entschäuscht sein,enttäuscht sein
122924,Laufsteg,Models,WORD,NA,margersucht,Magersucht
122993,Hammer,Nagel,WORD,Wand,schlage4n,schlagen
123003,beweisbar,Gericht,WORD,unschuldig,Tathergehen,Tathergang
123100,willkürlich,Spontan,WORD,ungerecht,ungerechfertigt,ungerechtfertigt
123146,Bratsche,Violine,WORD,Pfanne,Dissen/Mobben,dissen
123269,Experte,anfanger,WORD,Kenner,professionnel,professionnel
123347,gleichmäßig,regelmäßig,WORD,immer gleich,ebenmäßig,gleichmäßig
123460,fortsetzen,fahren,WORD,Wort,kursche,kurz
123488,Parkplatz,Autos,WORD,zugeparkt,asphaltiert,asphaltiert
123540,Fräse,schneiden,WORD,NA,Wrerkzeug,Werkzeug
123613,Landeshauptstadt Bayern,München,WORD,Süddeutschland,Bazis,München
123631,Putzfrau,sauber,WORD,Kopftuch,Zuverdienst,Zuverdienst
123700,Trompete,Laut,WORD,Posaune,trööt,tööt
123757,Tee,HEISS,WORD,Zweig,gruenn,grün
123764,Unfall,tot,WORD,Schmerz,verletztung,Verletzung
123767,ansehen,starren,WORD,Interesse,konzentation,Konzentration
123794,Wecker,aufstehen,WORD,Traum,frühs,früh
123841,Weiblichkeit,Sex,WORD,schwul,freundib,Freundin
123847,Lötkolben,Flugzeug,WORD,NA,elekrtik,Elektrik
123931,Hobbies,Kultur,WORD,Literatur,Poetry Slam,Poetry Slam
123935,E-Gitarre,Rockmusik,WORD,Plektron,Rolling Stones,Rolling Stones
123955,Brille,Nasenfahrrad,WORD,Sonnenbrille,Kontaktlibsen,Kontaktlinsen
123988,Schauspieler,Künstler,WORD,Prekariat,Möchtegerngott,Möchtegerngott
123999,Schaubild,Diagramm,WORD,Skizze,Organigram,Organigramm
124001,Machbarkeit,Machbarkeitsstudie,WORD,vorhaben,Schwimmbadprojekt,Schwimmbadprojekt
124003,Teamarbeit,Besprechung,WORD,flutschen,Tiergarten (Gottes Tiergarten ist gross....),Tiergarten (Gottes Tiergarten ist gross....)
124016,unschlüssig,entscheidungsavers,WORD,NA,untentschlossen,unentschlossen
124124,Klempner,Beruf,WORD,Sanitäranlagen,plumber,plumber
124148,zumuten,bedrängen,WORD,aggressiv,anma↓en,anmahnen
124153,Kitsch,Rosa,WORD,Aua,Gelsenkirchener Barock,Gelsenkirchener Barock
124272,Bibel,Israel,WORD,Geschichten,Zeugen Jehovas,Zeugen Jehovas
124283,Strickjacke,Norweger,WORD,warm,kuschelig,kuschelig
124330,produktiv,Effizienz,WORD,Ergebnis,Regebnis,Ergebnis
124377,charmant,Mann,WORD,nett,gentlemann,Gentleman
124407,nah,fern,WORD,Nähe,fußläufig,fußläufig
124468,Türkei,Döner,WORD,Meer,Salzterassen,Salzterrassen
124559,Flughafen,Flugzeuge,WORD,trocken,Teerplatz,Teerplatz
124630,Fernsehtisch,TV,WORD,rund,60iger Jahre,60er Jahre
124679,daddeln,lachen,WORD,stolpern,hoppsen,hoppen
124702,Mundharmonika,Musik,WORD,blasen,gedudel,Gedudel
124750,Zusammenstellung,Inhalt,WORD,Vereinigung,Ingredienten,Zutaten
124883,Overall,Arbeitszeug,WORD,Wohlfühlkleidung,Bequemklamotte,Bequemklamotte
124907,permanent,dauerhaft,WORD,wohnen,Make-Up,Make-Up
124908,Whisky,braun,WORD,Schottland,malzig,malzig
124925,Mediation,Vermittlung,WORD,relativ neuer Begriff,"Versuch, zu helfen","Versuch, zu helfen"
124928,Glockenspiel,Kirche,WORD,Musikinstrument Spielmannszug,Meißner Porzellan in Bremen,Meißner Porzellan in Bremen
124941,Kabinett,des Dr. Cagliari,WORD,Schlafzimmer,"Zimmer, Küche",Zimmer
124972,Japan,Tokjo,WORD,Sushi,Fokuschima,Fukushima
124998,Dicke Bohnen,rot,WORD,Chilli con carne,Rankenpflanze,Rankenpflanze
125013,überstehen,schaffen,WORD,Mühe,Herausforerung,Herausforderung
125043,Anführungszeichen,redewiedergab,WORD,Witz,gedankliche anfür,gedankliche Anführung
125175,Zusatzaufgabe,extra Aufgabe,WORD,für die Besten,Belohnungsaufgabe,Belohnungsaufgabe
125215,Kohlrabi,Gemüse,WORD,Beilage,Gricht,Gericht
125252,Wal,Walfang,WORD,groß,Gesänge der Buckelwale,Gesänge der Buckelwale
125279,Reis,kochen,WORD,Reispapier,Uncle Ben's,Uncle Ben's
125395,aufmerksam machen,hinweisen,WORD,Finger,Aarmglocken,Alarmglocken
125405,Wandschrank,Apotheke,WORD,Küche,Schlüsel,Schlüssel
125472,Schwingschleifer,Papa,WORD,Eigenheim,do IT yourself,do it yourself
125526,Hai,Wasser,WORD,gefährlich,Moby Dick,Moby Dick
125573,Fliege,Fensterscheibe,WORD,Klatsche,Drosophila Melanogaster,Drosophila melanogaster
125597,Drachen,Herbst,WORD,Fantasie,Beiszange,Beißzange
125652,Xylophon,Musikinstrument,WORD,Schlaginstrument,Orffinstrument,Orffinstrument
125659,Cembalo,Klavier,WORD,Hof,Mozert,Mozart
125666,Kaninchen,Hase,WORD,Braten,Karnikel,Kaninchen
125670,Partnerbörse,Dateings,WORD,Suche,eDarling,eDarling
125680,Postmann,Brief,WORD,Briefträger,klingelt 3x,klingelt dreimal
125724,gehorchen,Strafe,WORD,Angst,unfreiwilig,unfreiwillig
125732,Hirse,Nahrung,WORD,Getreide,Bällchen,Hirsebällchen
125748,verliebt,rosa Brille,WORD,Schmetterlinge,Herzklopen,Herzklopfen
125779,Slowenien,Jugoslawien,WORD,Siebengebirge,Djuwetschreis,Drava
125813,Hippie,80er,WORD,Bulli,Flower Power,Flower Power
125828,Couchtisch,Nierentisch,WORD,gemütlich,5o iger Jahre,50er Jahre
125834,Unterbreitung,Deal,WORD,Ausarbeitung,Geschäftssingg,Geschäftssinn
125835,vorführen,Kinofilm,WORD,Modeschau,unterbuttern,unterbieten
125846,Frosch,grün,WORD,Wasser,quaken,quaken
125867,Wohnraum,bezahlbar,WORD,Siedlung,Dach überm Kopf,Dach über dem Kopf
125959,Verstand,Inteligenz,WORD,Unterhaltungen,Rätsellösungen,Rätsellösungen
125978,vorstellen,Bewerbung,WORD,Begrüßung,imaginieren,imaginieren
126023,Trick,witzig,WORD,Unterstützung,jemanden an der Nase rumführen,jemanden an der Nase herumführen
126035,prüde,EM,WORD,Zimperlich,"Sittsam,",sittsam
126060,Schweden,blau-gelb,WORD,Walderdbeeren,Michel aus Lönnerberga,Michel aus Lönneberga
126063,Barrikaden,Mauern,WORD,Revolte,Französiche Revolution,Französische Revolution
126078,Bollerwagen,Kindheit,WORD,Material Holz,Transportmoglichkeit,Transportmöglichkeit
126084,Ähnlichkeit,Vergleich,WORD,Zwillinge,tlw Übereinstimmung,teilweise Übereinstimmung
126097,Hund,Katze,WORD,Kacke,rudeltier,Rudeltier
126100,Nervosität,Nägel kauen,WORD,zittern,rumrutschen,rumrutschen
126162,Feder,schreiben,WORD,Flaum,wei'ß,weiß
126246,Pass,Grenzstelle,WORD,stempel,reisem,Reisepass
126259,Jahre,zeit,WORD,Einheit,menschengeschaffen,menschengeschaffen
126272,veraltet,altmodisch,WORD,Version,schalplatte,Schallplatte
126275,Gesamtheit,menge,WORD,Studie,durschnitt,Durchschnitt
126279,E-Gitarre,rod stewart,WORD,CD,dire straits,Dire Straits
126300,Vereinigte Staaten von Amerika,Flagge,WORD,Los Angeles,Fast Food,Fast Food
126303,Rübe,frederik vahlr,WORD,Großvater,rübensaft,Rübensaft
126332,Frisör,Haare schneiden,WORD,Fisieren,Fönen,Föhnen
126482,Drehbank,holz,WORD,Arbeit,drchseln,Drechseln
126496,aufregend,Überraschung,WORD,Leben,Reise/Ausflug,Reise
126502,Schaf,Tier,WORD,Shaun das Schaf,määäääh,Mäh
126554,Serbien,Teil Ex-Jugoslawiens,WORD,Urlaub,Kiriegsgebiet,Kriegsgebiet
126620,Schlüpfer,Anziehung,WORD,Sex,verrucht,verrucht
126712,Hobby,Hobbies,WORD,Lesen,Kennenlernrunde,Kennenlernrunde
126714,Geburtsland,Staatsangehörigkeit,WORD,Freizügigkeit,no border no Nation,no border no Nation
126744,Schranken,Bahnübergang,WORD,Gefahrraumsicherung,Vollbeschrankung,Vollbeschrankung
126747,Cognac,Alkohol,WORD,unmodern,spanischer Buchstabe ñ,spanischer Buchstabe ñ
126824,Verarsche,Mist,WORD,dumm,Verkackeiern,Verkackeiern
126840,Möhre,Karotte,WORD,orange,Daucus carota,Daucus carota
127032,Zimmermann,Handwerker,WORD,Kluft,Dahstuhl,Dachstuhl
127043,Mücke,nervig,WORD,stechen,fiepen,fiepen
127045,Methanol,Alkohol,WORD,Ethanol,CHOOH,CH3OH
127046,poetisch,Kunst,WORD,Deutsch,Poetry Slam,Poetry Slam
127085,Seifenkiste,Rennen,WORD,schnell,Jungs,Jungs
127138,Panik,Angst,WORD,Loveparade,Panikroom,Panikraum
127158,Amsel,Vogel,WORD,Rotkehlchen,apexht,Drossel
127195,durchziehen,Schnur,WORD,Wahl,dranbleiben,dranbleiben
127238,Salbei,Heilpflanze,WORD,Mittelmeer,samtig,samtig
127251,Wimpern,Auge,WORD,Haar,Sonnenscjutz,Sonnenschutz
127263,Honig,Topf,WORD,Löffel,abrot,Brot
127301,Terror,Tyrann,WORD,systematisch,gewaltätig,gewalttätig
127387,Relikt,übrig,WORD,Überbleibsel,alteZeiten,alte Zeiten
127414,Orgel,Kirche,WORD,Chor,Msusik,Musik
127469,unbedacht,Fettnäpfchen,WORD,naiv,unsensibel,unsensibel
127539,Ähnlichkeit,Gemeinsamkeiten,WORD,Fmilie,Verwandschaft,Verwandtschaft
127540,planlos,wirr,WORD,spontan,unstruckturiert,unstrukturiert
127549,Aristokratie,Adel,WORD,Regierungssform,Pyramiede,Pyramide
127555,Schleifmaschine,Stein,WORD,Kunst,Schmiergelpapier,Schleifpapier
127578,Rassismus,schlimm,WORD,Menschenrechtsverletzung,furtbar,untragbar
127629,Äthiopien,Afrika,WORD,Steppe,Eritea,Eritrea
127678,Quote,Erhebung,WORD,Zensus,Durschschnitt,Durchschnitt
127679,Physiotherapie,Krankheit,WORD,Hilfe,Invaldide,Invalidität
127735,Muttertag,Kuchen,WORD,Mai,selbstgemachtes Geschenk,selbstgemachtes Geschenk
127736,Rentner,alt,WORD,Freizeit,Arneit,Arbeit
127835,Biene,Honig,WORD,Garten,Vespe,Wespe
127839,Rollschuhe,Behinderung,WORD,Jungen,gefahrlich,gefährlich
127931,Ausweg,Not,WORD,angst,yweifel,Zweifel
127943,Geschwafel,Leonie,WORD,Geschichte,Hr Ivanovs,Herr Ivanov
127956,U-Boot,Moby Dick,WORD,NA,Nautilos,Nautilus
128046,Milch,fett,WORD,weiß,Laktoseintolleranz,Laktoseintoleranz
128111,Löwenzahn,Peter,WORD,Sirup,Asfalt,Asphalt
128127,Brasilien,Fußball,WORD,Reise,Rüdiger Nehberg,Rüdiger Nehberg
128139,Fenchel,Tee,WORD,süß,bauchwehlindernd,Bauchwehlindernd
128154,romanisch,Italienisch,WORD,Römisches Reich,Romänisch,romanisch
128201,Geräusch,Ohren,WORD,Krach,tascheln,tatscheln
128203,Maler,Kunst,WORD,Pinsel,anstteichen,anstreichen
128233,Werkzeugmacher,Schmied,WORD,Hammer,Uhrenmacher,Uhrenmacher
128264,Mexiko,Tortilla,WORD,Sombrero,mitelamerika,Mittelamerika
128444,nervös,unruhig,WORD,unsicher,hibbelig,hibbelig
128472,Rollenspiel,Sex,WORD,Schauspieler,Dungeons and Dragons,Dungeons and Dragons
128486,Kahn,Kapitän,WORD,Schiff,djengis,Dschingis
128514,katastrophal,Katastrophe,WORD,Lawine,Zunami,Tsunami
128541,Fräse,Erde,WORD,Zacken,krümelig,krümelig
128548,Portugal,Spanien,WORD,Atlantik,Algave,Algarve
128572,Moped,Mofa,WORD,Jugend,Töfflie,Töff
128651,Harke,Laub,WORD,Herbst,Garken,Harken
128673,Synthesizer,Musik,WORD,band,80iger Jahre,80er Jahre
128735,Funk,Radio,WORD,Sender,Empfanger,Empfänger
128857,Fernrohr,Fernglas,WORD,Weitsicht,Obkektiv,Objektiv
128876,Import,Export,WORD,exotische Fruchte,Turke,Türke
128878,Verbot,Gebot,WORD,Gesetzt,Interdiktion,Interdiktion
128895,Kirschsaft,rot,WORD,NA,fruchtig,fruchtig
128916,Schlange,Hand,WORD,NA,Tromme,Tromme
128950,Artischocke,grün,WORD,Pizza,grsund,gesund
128976,dement,Alzheimer,WORD,Alter,Creutzfeld-Jakob,Creutzfeldt-Jakob
128995,Estland,Kartoffel,WORD,Tunnel nach Finnland,Emerging Marcet,Emerging Market
128999,Gesetzgeber,Staat,WORD,Korruption,das wohl der algemeinheit,das Wohl der Allgemeinheit
129011,Standpunkt,Argument,WORD,Füße,Dikussion,Diskussion
129067,stutzig,Fragenzeichen,WORD,NA,Schnutte,Schnitte
129079,Mainz,deins,WORD,Seins,ihrs,ihr
129080,eintönig,zweitönig,WORD,viertönig,dreitönig,dreitönig
129083,Artikulation,Ähm,WORD,hmm,öh,äh
129090,akribisch,arabisch,WORD,Blub,lalala,gründlich
129109,schminken,schön,WORD,zeitaufwendig,Make up,Make up
129125,Ingwer,gesund,WORD,Wurzel,ginger ale,ginger ale
129151,Buffet,Essen,WORD,Restaurant,All-You-Can-Eat,All-You-Can-Eat
129183,Anstreicher,Maler,WORD,obszön,"komischer, abfälliger Begriff",Maler
129225,Charisma,breitem Grinsen,WORD,George Clooney,"Menschen, bei dennen man sich wohlfühlt","Menschen, bei denen man sich wohlfühlt"
129228,wandern,Berge,WORD,Natur,hitchhikers,hitchhikers
129266,Umsatz,BWL,WORD,Geld,zahlenorientiert,zahlenorientiert
129303,Marokko,Afrika,WORD,Islamische Fanatiker,Maghrek,Maghreb
129304,lebenslänglich,Knast,WORD,Bau,Jail,Jail
129362,Pass,Nationalität,WORD,Reise,Schengener Abkommen,Schengener Abkommen
129367,Zepter,Reichsapfel,WORD,Herrschaft,Kroninsignie,Kroninsignie
129383,Löwenzahn,Peter lustig,WORD,grün,p. Lustich,Peter Lustig
129414,Fernsehsessel,bequem,WORD,abschalten,zurücklehnen,zurücklehnen
129431,veraltet,obsolet,WORD,Technologie,Ochsenpflug,Ochsenpflug
129437,Anzug,Suit,WORD,edel,barney stinson,Barney Stinson
129447,Schriftgröße,Word,WORD,Text,verschiedne,verschiedene Schriftgrößen
129448,Benzin,Auto,WORD,teuer,tankstellle,Tankstelle
129450,unglaublich,Film,WORD,Incredible,unfassbär,unfassbar
129545,jung,schön,WORD,frei,unerfaher,unerfahren
129553,reinigen,putzen,WORD,Meister proper,facility managment,Facility Management
129575,Klarinette,Streber,WORD,Musikverein,tadeus Tentakel,Tadeus Tentakel
129609,auswirken,Kausalität,WORD,Ökologie,Actio Reactio,Actio Reactio
129641,Banjo,Musik,WORD,Singen,Seiteninstrument,Saiteninstrument
129679,reinigen,Wohnung,WORD,NA,Nocte Obducta,Nocte Obducta
129689,Gambe,Was,WORD,NA,So ne Art Geige,So eine Art Geige
129695,spionieren,Stasi,WORD,Zigaretten,Lange Trenchcoats,lange Trenchcoats
129701,rechen,Garten,WORD,NA,Scheißarbeit,Scheißarbeit
129702,Muttertag,Pralinen,WORD,Blumen,Kaffekränzchen,Kaffeekränzchen
129725,Sekretär,Vorzimmer,WORD,Holz,Kaffemaschine,Kaffemaschine
129747,übernatürlich,Außerirdische,WORD,Glaube,Esotherik,Esoterik
129805,unabsichtlich,aus versehen,WORD,Entschuldigung,upps,Ups
129815,Schottland,Kilt,WORD,Berge,William wallace,William Wallace
129833,Spanien,Europa,WORD,Jakobsweg,Frida Kahlo,Frida Kahlo
129924,Chinakohl,Wok,WORD,Gemüse,gestovt,Kimchi
129928,destruktiv,selbstzerstörerisch,WORD,gewalttätig,unkonstruktiv,unkonstruktiv
129930,Lachs,Filet,WORD,graved,gebeizt,gebeizt
129938,Offizier,Militär,WORD,Preußisch,Authorität,Autorität
129984,Dozent,Blöd,WORD,Uni,Dozent_*innen,Dozent*innen
130003,Kabinett,Politik,WORD,macht,holzverkleidet,holzverkleidet
130022,Unfall,Tod,WORD,Krankenhaus,Verletztheit,Verletztheit
130081,undeutlich,nicht zu verstehen,WORD,unklar,nuscheln,nuscheln
130083,Pferd,Wiehern,WORD,Reiten,Hüha,Huf
130089,lebendig,am Leben,WORD,Gott,livid,alive
130090,Thailand,Nutten,WORD,Fernost+,T-Hirls,Thai Girls
130095,Bier,Lecker,WORD,2016 - 500 Jahre dt. Reinheitsgebot,Alohol,Alkohol
130100,Barrikaden,Kampf,WORD,verteidigen,wederstand,Widerstand
130105,Schaf,DMT,WORD,Traum,Remschlaf,REM-Schlaf
130116,Relikt,Alt,WORD,NA,Archeology,Archaeology
130186,Gans,fett,WORD,Leber,quaken,quaken
130192,Selbstaufgabe,zwingen,WORD,zwang,aufgebne,aufgeben
130210,Haar,Haupt,WORD,Stroh,Funzeln,Funkeln
130243,Blog,Spam,WORD,NA,Zuviel,zu viel
130244,verrückt,Buzzfeed,WORD,Anstalt,Didi Hallervorden,Didi Hallervorden
130269,Chorleiter,Dirigent,WORD,Noten,Duetto buffo di due gatti,Duetto buffo di due gatti
130283,Heizöl,teuer,WORD,dreckig,umweltschädigend,umweltschädigend
130297,Besonderheit,Vielfalt,WORD,Unvekannt,Fazette,Gazette
130317,abwarten,Stunden,WORD,Warteraum,Teetrinken,Teetrinken
130328,Schulaufgaben,faulenzen,WORD,lernen,Prokastination,Prokrastination
130407,Teamgeist,Kooperation,WORD,Synergie,Teamspirit,Teamspirit
130415,Gepard,Schnell,WORD,Domestizierbar,Großkatzw,Großkatze
130429,Entwicklungshilfe,Afrika,WORD,Spenden,Geimeinwohl,Gemeinwohl
130452,Luxemburg,Reich,WORD,Stadtstaat,Bankeb,Banken
130496,Stelzen,Hoch,WORD,Vogel,Stolzieren,Stolzieren
130661,durchziehen,Disziplin,WORD,schmollen,Studiuum,Studium
130674,Affe,Gorilla,WORD,menschlich,Marcel aus der Serie Freidns,Marcel aus der Serie Friends
130680,Fülle,voller Magen,WORD,NA,Musik/Klänge,Musik
130690,Schuh,Schuhart,WORD,elegant,stylisch,stylisch
130692,Lord,Herr der Ringe,WORD,Mittelalter,Lord Faquard,Lord Farquhar
130696,bedürftig,hungrig,WORD,Penner,notleident,notleidend
130706,Schleifmaschine,Werkzeug,WORD,NA,"Arbeit, im positven Sinne","Arbeit, im positiven Sinne"
130714,Aktivierung,Windows,WORD,Atombombe,sim-karte,SIM-Karte
130716,Phrase,Para,WORD,NA,drscherei,Druckerei
130804,abstempeln,Dokument,WORD,etwas aufgeben,Behöhrde,Behörde
130809,Panik,Angst,WORD,Tod,Memschenmasse,Menschenmasse
130818,Stil,Kleidung,WORD,Charme,Weim,Weim
130826,standhalten,Standhaftig,WORD,widerspenstig,wiederspenstig,widerspenstig
130951,Lampenfieber,Nervös,WORD,Angst,Aufgeregd,Aufgeregt
130955,Schmetterling,Deutsch,WORD,Bunt,Ecklig,eckig
130956,daddeln,zocken,WORD,rummachen,düdeln,daddeln
130963,fertigen,herstellen,WORD,erstellen,kreiren,kreieren
130985,Architekt,Gebäude,WORD,Perspektive,gottverdammte moderne Architektur,gottverdammte moderne Architektur
131033,Türkei,Döner,WORD,Halbmond,Hagia Sophia,Hagia Sophia
131056,ethisch,Fleisch,WORD,Menschenwürde,Plastikfrei,Plastikfrei
131097,Mitgefühl,trauer,WORD,liebe,liebne,Liebe
131116,Bezugsperson,Familie,WORD,NA,Freund/-in,Freund/-in
131186,Salbei,Quacksalbei,WORD,Balsam,wohltuent,wohltuend
131193,durchsichtig,Glas,WORD,Wasser,Plastig,Plastik
131199,Russland,Bär,WORD,Putin,Voditschka,Wodka
131209,Unterhose,Zelt,WORD,Haare,Kackspur,Kackspur
131260,spionieren,Erforschen,WORD,verbrechen,abschauen,abschauen
131281,sichern,Geld,WORD,Daten,passwordt,Passwort
131286,Ingenieur,Studium,WORD,gefragt,handwerksnah,handwerksnah
131299,unbedacht,dumm,WORD,unbermerkt,unüberlegen,unüberlegt
131313,Bluse,Brüste,WORD,Knöpfe,Printmuster,Printmuster
131393,populär,Werbung,WORD,für die menge,viele Zuhörer/anwender,viele Zuhörer/Anwender
131399,unabsichtlich,versehentlich,WORD,unbeabsichtigt,ausversehen,aus Versehen
131404,Millionen,viel,WORD,10 hoch 6,megamillionen,Megamillionen
131417,elektronisch,mp3player,WORD,Glühbirne,lankabel,LAN-Kabel
131485,Putzfrau,Eimer,WORD,Toilette,MIschmop,Mischmopp
131532,Sachlichkeit,Fakten,WORD,NA,Nacxhrichten,Nachrichten
131604,Beistelltisch,Eisenhammer,WORD,Abulga,Tofar,Tofar
131605,Sinnlichkeit,Erotik,WORD,Romantik,50 Shades of Grey,Fifty Shades of Grey
131627,ausgleichen,Schuld zurückzahlen,WORD,NA,Gegentor (Sport),Gegentor
131683,Mainz,Stadt,WORD,gelb,Badenwürttemberg,Baden-Württemberg
131776,Mama,Papa,WORD,Eltern,führsorge,Fürsorge
131780,authentisch,wahrhaftig,WORD,echt,vertrauenserweckend,vertrauenserweckend
131786,wandern,klettern,WORD,Marathon,gebierge,Gebirge
131812,Souvenir,Urlaub,WORD,Freunde,Errinnerung,Erinnerung
131829,veraltet,Neu,WORD,NA,Videorecordd,Videorekorder
131864,Rassismus,Neonazis,WORD,NPD,Antifaschista,Antifaschista
131868,Hase,Kaninchen,WORD,Ostern,schokohasen,Schokohasen
131873,Akkordeon,Cousine,WORD,Kapitäne,folk-musik,Folkmusik
131892,Bob,Hail,WORD,Ross,Thonten,Thonten
131949,Knecht,Ruprecht,WORD,Schwarz,Kefängnis,Gefängnis
131950,Spontanität,plötzlich,WORD,sofort,unbweusst,unbewusst
131994,Manipulation,Betrug,WORD,dreist,hinergehen,hintergehen
131997,Gewissensbisse,Reue,WORD,NA,leidtun,Leid tun
132082,Einwanderer,Ausland,WORD,Reni,wandenr,Wanderer
132121,Schmied,Schwert,WORD,Gold,world of warcraft,world of warcraft
132154,Rohrzange,Werkzeug,WORD,rund,metalll,Metall
132162,Biochemie,kompliziert,WORD,okay,interresant,interessant
